[07/11/2022 11:23:14] [INFO] Test started.
[07/11/2022 11:23:17] [INFO] 1504 1003
[07/11/2022 11:23:17] [INFO] 1582 1038
[07/11/2022 11:23:17] [INFO] 1612 1051
[07/11/2022 11:23:17] [INFO] 1633 1061
[07/11/2022 11:23:17] [INFO] 1661 1073
[07/11/2022 11:23:17] [INFO] 1675 1077
[07/11/2022 11:23:17] [INFO] 1694 1084
[07/11/2022 11:23:17] [INFO] 1714 1091
[07/11/2022 11:23:17] [INFO] 1728 1097
[07/11/2022 11:23:17] [INFO] 1743 1103
[07/11/2022 11:23:17] [INFO] 1762 1110
[07/11/2022 11:23:17] [INFO] 1772 1114
[07/11/2022 11:23:17] [INFO] 1785 1118
[07/11/2022 11:23:17] [INFO] 1802 1126
[07/11/2022 11:23:17] [INFO] 1833 1140
[07/11/2022 11:23:17] [INFO] 1845 1145
[07/11/2022 11:23:17] [INFO] 1854 1149
[07/11/2022 11:23:17] [INFO] 1868 1155
[07/11/2022 11:23:17] [INFO] 1874 1158
[07/11/2022 11:23:17] [INFO] 1881 1160
[07/11/2022 11:23:17] [INFO] 1882 1161
[07/11/2022 11:23:17] [INFO] 1884 1163
[07/11/2022 11:23:17] [INFO] 1887 1164
[07/11/2022 11:23:20] [INFO] 1894 1164
[07/11/2022 11:23:20] [INFO] 1917 1164
[07/11/2022 11:23:20] [INFO] 2020 1164
[07/11/2022 11:23:20] [INFO] 2048 1164
[07/11/2022 11:23:20] [INFO] 2081 1164
[07/11/2022 11:23:20] [INFO] 2130 1164
[07/11/2022 11:23:20] [INFO] 2160 1164
[07/11/2022 11:23:20] [INFO] 2210 1164
[07/11/2022 11:23:20] [INFO] 2225 1164
[07/11/2022 11:23:20] [INFO] 2245 1164
[07/11/2022 11:23:20] [INFO] 2273 1164
[07/11/2022 11:23:20] [INFO] 2299 1164
[07/11/2022 11:23:20] [INFO] 2333 1164
[07/11/2022 11:23:20] [INFO] 2408 1164
[07/11/2022 11:23:20] [INFO] 2444 1164
[07/11/2022 11:23:20] [INFO] 2473 1164
[07/11/2022 11:23:20] [INFO] 2499 1164
[07/11/2022 11:23:20] [INFO] 2504 1164
[07/11/2022 11:23:20] [INFO] 2503 1164
[07/11/2022 11:23:21] [INFO] 2501 1164
[07/11/2022 11:23:22] [INFO] Deleting oldest log: assets\logs\log-1667770230675.log
[07/11/2022 11:23:22] [INFO] Test ended.
